t,time,close
1770249600000,2026-02-05 00:00:00,123.6
1770264000000,2026-02-05 04:00:00,123.64
1770278400000,2026-02-05 08:00:00,122.46
1770292800000,2026-02-05 12:00:00,113.01
1770307200000,2026-02-05 16:00:00,109.73
1770321600000,2026-02-05 20:00:00,105.04
1770336000000,2026-02-06 00:00:00,108.0
1770350400000,2026-02-06 04:00:00,109.39
1770364800000,2026-02-06 08:00:00,115.58
1770379200000,2026-02-06 12:00:00,126.55
1770393600000,2026-02-06 16:00:00,132.98
1770408000000,2026-02-06 20:00:00,135.72
1770422400000,2026-02-07 00:00:00,136.43
1770436800000,2026-02-07 04:00:00,131.4
1770451200000,2026-02-07 08:00:00,130.47
1770465600000,2026-02-07 12:00:00,133.1
1770480000000,2026-02-07 16:00:00,133.74
1770494400000,2026-02-07 20:00:00,133.34
1770508800000,2026-02-08 00:00:00,133.26
1770523200000,2026-02-08 04:00:00,133.82
1770537600000,2026-02-08 08:00:00,136.5
1770552000000,2026-02-08 12:00:00,137.01
1770566400000,2026-02-08 16:00:00,138.25
1770580800000,2026-02-08 20:00:00,135.82
1770595200000,2026-02-09 00:00:00,135.34
1770609600000,2026-02-09 04:00:00,132.66
1770624000000,2026-02-09 08:00:00,128.93
1770638400000,2026-02-09 12:00:00,132.22
1770652800000,2026-02-09 16:00:00,136.26
1770667200000,2026-02-09 20:00:00,136.66
1770681600000,2026-02-10 00:00:00,134.69
1770696000000,2026-02-10 04:00:00,133.82
1770710400000,2026-02-10 08:00:00,132.97
1770724800000,2026-02-10 12:00:00,138.24
1770739200000,2026-02-10 16:00:00,134.11
1770753600000,2026-02-10 20:00:00,132.54
1770768000000,2026-02-11 00:00:00,132.26
1770782400000,2026-02-11 04:00:00,130.12
1770796800000,2026-02-11 08:00:00,130.18
1770811200000,2026-02-11 12:00:00,129.07
1770825600000,2026-02-11 16:00:00,126.84
1770840000000,2026-02-11 20:00:00,125.68
1770854400000,2026-02-12 00:00:00,126.54
1770868800000,2026-02-12 04:00:00,126.12
1770883200000,2026-02-12 08:00:00,128.21
1770897600000,2026-02-12 12:00:00,124.01
1770912000000,2026-02-12 16:00:00,122.99
1770926400000,2026-02-12 20:00:00,124.02
1770940800000,2026-02-13 00:00:00,124.19
1770955200000,2026-02-13 04:00:00,123.25
1770969600000,2026-02-13 08:00:00,124.65
1770984000000,2026-02-13 12:00:00,132.04
1770998400000,2026-02-13 16:00:00,133.97
1771012800000,2026-02-13 20:00:00,133.76
1771027200000,2026-02-14 00:00:00,134.05
1771041600000,2026-02-14 04:00:00,134.23
1771056000000,2026-02-14 08:00:00,135.7
1771070400000,2026-02-14 12:00:00,135.0
1771084800000,2026-02-14 16:00:00,134.87
1771099200000,2026-02-14 20:00:00,135.51
1771113600000,2026-02-15 00:00:00,135.47
1771128000000,2026-02-15 04:00:00,136.43
1771142400000,2026-02-15 08:00:00,135.94
